"month","count","level_2","mean","median","p25","p75","p9","p91","model","region","wateryear","source","cropname","include","num_days","crop_acft"
"JUL",6521,409,48.6709093697286,49,48,49,46,49,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Olives","yes",31,717.884288522986
"JUL",26707,412,72.3222376156064,72,72,73,71,73,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pears","yes",31,4368.85618361737
"JUL",34,425,49.4705882352941,46,44,49,44,64,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Citrus","yes",31,3.8044929101296
"JUL",23360,500,78.2545376712329,77,76,78,76,79,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Almonds","yes",31,4134.78713230236
"JUL",687,502,59.8835516739447,61,58,61,57,61,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pistachios","yes",31,93.0540061371769
"JUL",15578,503,77.1061111824368,77,76,79,73,80,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Walnuts","yes",31,2716.88519586109
"JUL",216008,800,63.8155762749528,63,62,65,61,66,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pasture","yes",31,31179.3687906901
"JUL",9744,908,57.9730090311987,58,57,59,57,59,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Turf","yes",31,1277.71474168264
"JUL",217775,913,74.0447342440592,74,71,77,69,78,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Semi-agricultural/ROW","yes",31,36473.1261529058
"JUL",34610,914,73.9704131753828,76,73,77,68,79,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Other Deciduous","yes",31,5790.69154049307
"JUL",233573,916,8.18788558609086,8,8,8,8,8,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Fallow","yes",31,4325.78760484105
"JUL",15889,2002,98.3957454842973,76,74,129,73,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Floating Vegetation","no",31,3536.25580298794
"JUL",20181,2003,64.0662008820177,64,62,65,61,66,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Forage Grass","yes",31,2924.43815301115
"JUL",97484,2004,103.292078700094,129,75,129,74,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Riparian","no",31,22775.6691868553
"JUL",244203,2005,9.07911450719279,8,8,8,7,8,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Upland Herbaceous","no",31,5014.93462676284
"JUL",279757,2006,55.2811904617221,55,52,56,51,56,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Urban","no",31,34980.7516070317
"JUL",270486,2007,74.6165088026737,74,71,75,70,76,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Water","no",31,45651.0219688607
"JUL",111893,2008,64.9038635124628,65,64,66,63,66,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,16426.4703967415
"JUN",60,0,129,129,129,129,129,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson",NA,"no",30,16.9422587114436
"JUN",360625,1,61.134771577123,61,60,62,58,63,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Alfalfa","yes",30,48258.5726840528
"JUN",412946,23,49.6176715599618,51,50,52,37,54,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Corn","yes",30,44849.7464528641
"JUN",34440,24,69.2168699186992,69,69,70,67,70,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Rice","yes",30,5218.01649119404
"JUN",5373,108,71.3121161362367,72,71,72,70,73,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Bush Berries","yes",30,838.707473885882
"JUN",166310,109,55.1951536287656,55,55,56,54,56,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Vineyards","yes",30,20093.225516182
"JUN",18552,246,68.2145321259163,66,66,73,65,74,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Potatoes","yes",30,2770.1162113012
"JUN",17718,277,54.946777288633,60,48,63,46,63,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cucurbit","yes",30,2131.01875216406
"JUN",163278,278,66.4297700853759,66,64,69,63,71,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Tomatoes","yes",30,23742.1896587658
"JUN",42931,279,59.9795485779507,64,55,65,38,66,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Truck Crops","yes",30,5636.43555830885
"JUN",9362,403,64.5892971587268,66,60,66,59,69,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cherries","yes",30,1323.60848952575
"JUN",6521,409,48.6762766446864,49,48,49,46,49,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Olives","yes",30,694.803343109691
"JUN",26707,412,70.2419215935897,70,70,71,69,71,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pears","yes",30,4106.31100413325
"JUN",34,425,49.4705882352941,46,44,49,44,64,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Citrus","yes",30,3.68176733238348
"JUN",23360,500,73.0549229452055,72,71,73,71,73,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Almonds","yes",30,3735.5338311857
"JUN",687,502,59.8835516739447,61,58,61,57,61,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pistachios","yes",30,90.0522640037196
"JUN",15578,503,68.9668763641032,69,68,72,63,72,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Walnuts","yes",30,2351.70371095334
"JUN",216008,800,63.7165799414837,63,62,65,61,66,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pasture","yes",30,30126.7747859022
"JUN",9744,908,57.9456075533662,58,57,59,57,59,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Turf","yes",30,1235.91369485436
"JUN",217775,913,67.7901595683618,69,64,71,61,72,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Semi-agricultural/ROW","yes",30,32315.0645014935
"JUN",34610,914,68.0728113262063,70,68,71,59,73,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Other Deciduous","yes",30,5157.10097211384
"JUN",233573,916,10.6826559576663,10,10,11,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Fallow","yes",30,5461.75517979584
"JUN",15889,2002,96.3602492290264,73,70,129,69,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Floating Vegetation","no",30,3351.3889096657
"JUN",20181,2003,63.940389475249,64,62,65,61,66,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Forage Grass","yes",30,2824.54376464229
"JUN",97484,2004,101.538867916786,129,71,129,70,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Riparian","no",30,21666.8614681181
"JUN",244203,2005,11.5481177544911,10,10,11,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Upland Herbaceous","no",30,6172.9469842715
"JUN",279757,2006,55.2320978563539,55,52,56,51,56,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Urban","no",30,33822.277605807
"JUN",270486,2007,74.4163431748778,73,71,75,69,76,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Water","no",30,44059.8957250298
"JUN",111893,2008,64.8748715290501,65,64,66,62,66,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",30,15889.4833909241
"MAR",60,0,129,129,129,129,129,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson",NA,"no",31,17.5070006684917
"MAR",360625,1,29.5469698440208,30,30,31,30,31,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Alfalfa","yes",31,24101.2499683502
"MAR",412946,23,16.4001152693088,16,16,16,16,16,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Corn","yes",31,15318.3134446083
"MAR",34440,24,16.1315911730546,16,16,16,16,16,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Rice","yes",31,1256.6407461751
"MAR",5373,108,16,16,16,16,16,16,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Bush Berries","yes",31,194.449849285387
"MAR",166310,109,16.9097288196741,16,16,18,16,18,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Vineyards","yes",31,6361.0058370763
"MAR",18552,246,16,16,16,16,16,16,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Potatoes","yes",31,671.400261295831
"MAR",17718,277,16.9082289197426,16,16,16,16,19,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cucurbit","yes",31,677.615925099063
"MAR",163278,278,16.2472531510675,16,16,16,16,16,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Tomatoes","yes",31,6000.37519462371
"MAR",42931,279,16.2318371340057,16,16,16,16,16,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Truck Crops","yes",31,1576.19326987568
"MAR",9362,403,15.9267250587481,16,16,16,15,16,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cherries","yes",31,337.260832257898
"MAR",6521,409,24.8616776568011,24,24,25,24,25,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Olives","yes",31,366.703807413163
"MAR",26707,412,16.1739993260194,16,16,16,16,16,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pears","yes",31,977.042183690054
"MAR",34,425,25.5,24,24,25,24,31,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Citrus","yes",31,1.96105550123803
"MAR",23360,500,22.6606164383562,20,20,20,19,20,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Almonds","yes",31,1197.33408499579
"MAR",687,502,24.5574963609898,24,24,26,24,26,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pistachios","yes",31,38.1602853072511
"MAR",15578,503,16.4034535883939,16,16,16,16,16,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Walnuts","yes",31,577.986615222441
"MAR",216008,800,32.0628819302989,32,31,32,31,32,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pasture","yes",31,15665.4609822824
"MAR",9744,908,29,29,29,29,29,29,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Turf","yes",31,639.154808901772
"MAR",217775,913,17.2380805877626,16,16,16,16,19,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Semi-agricultural/ROW","yes",31,8491.17353624461
"MAR",34610,914,16.3803813926611,16,16,16,15,16,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Other Deciduous","yes",31,1282.31994237528
"MAR",233573,916,16.5515149439362,16,16,16,16,19,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Fallow","yes",31,8744.42338415766
"MAR",15889,2002,71.969790421046,28,27,129,27,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Floating Vegetation","no",31,2586.53042124535
"MAR",20181,2003,32.1828452504831,32,32,32,31,32,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Forage Grass","yes",31,1469.05449718002
"MAR",97484,2004,80.6352632226827,129,27,129,27,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Riparian","no",31,17779.8927378266
"MAR",244203,2005,17.6321584910914,16,16,16,16,19,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Upland Herbaceous","no",31,9739.28923261098
"MAR",279757,2006,28.8718673706109,27,27,28,26,28,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Urban","no",31,18269.4984041963
"MAR",270486,2007,38.5633230555371,36,36,37,36,37,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Water","no",31,23593.3727837118
"MAR",111893,2008,32.4206250614426,32,32,32,32,32,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,8205.31181034211
"MAY",60,0,129,129,129,129,129,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson",NA,"no",31,17.5070006684917
"MAY",360625,1,43.2793899480069,45,44,45,42,46,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Alfalfa","yes",31,35302.6858971023
"MAY",412946,23,13.5950293743008,13,13,14,13,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Corn","yes",31,12698.2596051578
"MAY",34440,24,56.1043844367015,56,55,57,54,57,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Rice","yes",31,4370.49605125105
"MAY",5373,108,44.714312302252,45,45,46,44,46,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Bush Berries","yes",31,543.41820550454
"MAY",166310,109,38.5050447958631,39,37,40,37,41,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Vineyards","yes",31,14484.6092634199
"MAY",18552,246,50.8162462268219,54,44,54,43,54,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Potatoes","yes",31,2132.3775621726
"MAY",17718,277,25.3174173157241,35,13,36,13,37,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cucurbit","yes",31,1014.62342608114
"MAY",163278,278,18.8009407268585,15,15,23,15,30,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Tomatoes","yes",31,6943.49360621738
"MAY",42931,279,32.82315809089,35,29,36,21,36,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Truck Crops","yes",31,3187.29423242796
"MAY",9362,403,37.597201452681,38,35,38,35,41,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cherries","yes",31,796.150081433987
"MAY",6521,409,35.9171906149364,36,35,36,34,36,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Olives","yes",31,529.769983019568
"MAY",26707,412,40.5244692402741,40,40,41,40,41,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pears","yes",31,2448.01023675709
"MAY",34,425,36.5882352941176,34,33,36,33,47,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Citrus","yes",31,2.81378667074983
"MAY",23360,500,46.5219178082192,44,44,45,44,45,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Almonds","yes",31,2458.10955949415
"MAY",687,502,43.4017467248908,44,42,44,42,44,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pistachios","yes",31,67.4426665287361
"MAY",15578,503,39.3348311721659,39,39,40,37,40,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Walnuts","yes",31,1385.98898134672
"MAY",216008,800,47.3369782600644,47,46,48,45,49,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pasture","yes",31,23128.1638239585
"MAY",9744,908,42.5934934318555,43,42,43,42,43,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Turf","yes",31,938.7529708585
"MAY",217775,913,39.4113557570887,39,38,40,36,40,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Semi-agricultural/ROW","yes",31,19413.336614152
"MAY",34610,914,39.165067899451,40,39,40,35,41,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Other Deciduous","yes",31,3065.9937890365
"MAY",233573,916,13.3513762292731,13,13,13,13,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Fallow","yes",31,7053.74021081466
"MAY",15889,2002,83.0941531877399,49,47,129,46,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Floating Vegetation","no",31,2986.33015033569
"MAY",20181,2003,47.4370942966156,47,46,48,45,49,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Forage Grass","yes",31,2165.36717518939
"MAY",97484,2004,90.1852098805958,129,47,129,47,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Riparian","no",31,19885.6343258555
"MAY",244203,2005,14.3204014692694,13,13,13,13,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Upland Herbaceous","no",31,7910.00897064243
"MAY",279757,2006,41.1886959039452,40,39,41,38,41,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Urban","no",31,26063.3233184643
"MAY",270486,2007,55.8240056786673,54,53,55,52,56,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Water","no",31,34153.606896378
"MAY",111893,2008,48.1538970266236,48,47,49,46,49,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,12187.2338746627
"NOV",60,0,129,129,129,129,129,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson",NA,"no",30,16.9422587114436
"NOV",360625,1,14.1224124783362,14,14,14,14,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Alfalfa","yes",30,11147.951509072
"NOV",412946,23,12.6776358167896,13,13,13,8,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Corn","yes",30,11459.4001316171
"NOV",34440,24,13.1739837398374,13,13,13,13,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Rice","yes",30,993.140320993088
"NOV",5373,108,13.2097524660339,13,13,13,13,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Bush Berries","yes",30,155.360950168401
"NOV",166310,109,12.9852323973303,13,13,13,13,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Vineyards","yes",30,4727.13971763658
"NOV",18552,246,13.0899633462699,13,13,13,13,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Potatoes","yes",30,531.568839377328
"NOV",17718,277,13.5848289874704,13,13,13,13,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cucurbit","yes",30,526.864845324242
"NOV",163278,278,13.1510368818824,14,13,14,8,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Tomatoes","yes",30,4700.21816209497
"NOV",42931,279,13.2927954158999,14,13,14,8,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Truck Crops","yes",30,1249.15886377722
"NOV",9362,403,11.6744285409101,13,8,13,8,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cherries","yes",30,239.240453246245
"NOV",6521,409,14.3781628584573,14,14,14,14,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Olives","yes",30,205.233356173766
"NOV",26707,412,13,13,13,13,13,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pears","yes",30,759.974127168581
"NOV",34,425,13.1764705882353,14,12,14,12,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Citrus","yes",30,0.98063719673472
"NOV",23360,500,16.9295804794521,14,14,14,14,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Almonds","yes",30,865.664052184517
"NOV",687,502,12.3668122270742,14,8,14,8,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pistachios","yes",30,18.5970839809334
"NOV",15578,503,13.2576068814995,13,13,14,8,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Walnuts","yes",30,452.071558772392
"NOV",216008,800,14.5823071367727,14,14,14,14,15,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pasture","yes",30,6894.87545269802
"NOV",9744,908,14,14,14,14,14,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Turf","yes",30,298.604026405722
"NOV",217775,913,13.6700080358168,13,13,14,8,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Semi-agricultural/ROW","yes",30,6516.39108428238
"NOV",34610,914,13.3384570933256,14,13,14,8,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Other Deciduous","yes",30,1010.50285278885
"NOV",233573,916,13.2221532454522,13,13,14,13,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Fallow","yes",30,6760.1319618065
"NOV",15889,2002,65.0893070677827,15,15,129,15,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Floating Vegetation","no",30,2263.79221297284
"NOV",20181,2003,14.8461919627372,14,14,15,14,15,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Forage Grass","yes",30,655.8252034618
"NOV",97484,2004,74.7627713265767,129,15,129,15,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Riparian","no",30,15953.246697935
"NOV",244203,2005,13.4365507385249,13,13,13,8,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Upland Herbaceous","no",30,7182.39258758262
"NOV",279757,2006,15.5665595498951,14,14,14,13,14,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Urban","no",30,9532.43709542184
"NOV",270486,2007,17.8088071101647,15,15,15,15,15,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Water","no",30,10544.1110216487
"NOV",111893,2008,14.7088200334248,14,14,14,14,15,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",30,3602.55898952401
